id,valueYName,valueY,valueXName,valueX,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10,scores_total,score,anomaly
5762,day,26,month_day_hour_min,,0.43,0.42,0.43,0.42,0.42,0.45,0.47,0.42,0.44,0.41,4.31,0.43,false
5763,day,26,month_day_hour_min,,0.42,0.40,0.41,0.41,0.42,0.45,0.43,0.41,0.43,0.40,4.18,0.42,false
5764,day,26,month_day_hour_min,,0.42,0.41,0.41,0.41,0.42,0.44,0.43,0.41,0.44,0.39,4.18,0.42,false
5765,day,26,month_day_hour_min,,0.42,0.42,0.42,0.41,0.43,0.45,0.43,0.41,0.45,0.39,4.23,0.42,false
5766,day,26,month_day_hour_min,,0.46,0.47,0.44,0.45,0.45,0.45,0.45,0.44,0.50,0.47,4.58,0.46,false
5767,day,26,month_day_hour_min,,0.44,0.43,0.45,0.43,0.42,0.43,0.43,0.44,0.45,0.46,4.38,0.44,false
5768,day,26,month_day_hour_min,,0.42,0.41,0.42,0.41,0.43,0.43,0.45,0.40,0.44,0.41,4.22,0.42,false
5769,day,26,month_day_hour_min,,0.42,0.43,0.42,0.41,0.43,0.43,0.43,0.44,0.41,0.41,4.23,0.42,false
5770,day,26,month_day_hour_min,,0.43,0.43,0.44,0.42,0.43,0.43,0.42,0.42,0.43,0.43,4.28,0.43,false
5771,day,26,month_day_hour_min,,0.44,0.44,0.44,0.41,0.45,0.44,0.43,0.43,0.43,0.42,4.33,0.43,false
5772,day,26,month_day_hour_min,,0.42,0.43,0.43,0.41,0.43,0.44,0.40,0.44,0.43,0.42,4.25,0.42,false
5773,day,26,month_day_hour_min,,0.43,0.44,0.43,0.42,0.44,0.43,0.43,0.43,0.44,0.42,4.31,0.43,false
5774,day,26,month_day_hour_min,,0.42,0.44,0.43,0.42,0.44,0.44,0.42,0.45,0.42,0.43,4.31,0.43,false
5775,day,26,month_day_hour_min,,0.49,0.51,0.49,0.48,0.50,0.47,0.49,0.51,0.51,0.49,4.94,0.49,false
5776,day,26,month_day_hour_min,,0.44,0.46,0.45,0.44,0.46,0.44,0.44,0.45,0.43,0.43,4.44,0.44,false
5777,day,26,month_day_hour_min,,0.65,0.64,0.64,0.57,0.63,0.63,0.63,0.60,0.59,0.64,6.22,0.62,true
5778,day,27,month_day_hour_min,,0.44,0.46,0.47,0.45,0.45,0.44,0.44,0.46,0.47,0.45,4.53,0.45,false
5779,day,27,month_day_hour_min,,0.42,0.42,0.45,0.45,0.44,0.45,0.42,0.42,0.45,0.42,4.34,0.43,false
5780,day,27,month_day_hour_min,,0.42,0.41,0.43,0.42,0.44,0.44,0.42,0.43,0.44,0.41,4.26,0.43,false
5781,day,27,month_day_hour_min,,0.44,0.43,0.45,0.43,0.45,0.44,0.43,0.43,0.44,0.43,4.37,0.44,false
5782,day,27,month_day_hour_min,,0.42,0.42,0.44,0.43,0.44,0.45,0.46,0.44,0.44,0.41,4.35,0.43,false
5783,day,27,month_day_hour_min,,0.41,0.41,0.42,0.43,0.44,0.44,0.41,0.42,0.43,0.40,4.21,0.42,false
5784,day,27,month_day_hour_min,,0.41,0.44,0.44,0.44,0.43,0.42,0.44,0.44,0.43,0.43,4.32,0.43,false
5785,day,27,month_day_hour_min,,0.42,0.42,0.43,0.42,0.43,0.44,0.44,0.42,0.44,0.41,4.27,0.43,false
5786,day,27,month_day_hour_min,,0.47,0.47,0.46,0.45,0.46,0.45,0.42,0.48,0.47,0.47,4.60,0.46,false
5787,day,27,month_day_hour_min,,0.44,0.43,0.46,0.43,0.43,0.43,0.42,0.45,0.44,0.47,4.40,0.44,false
5788,day,27,month_day_hour_min,,0.45,0.43,0.44,0.43,0.43,0.45,0.43,0.45,0.45,0.48,4.44,0.44,false
5789,day,27,month_day_hour_min,,0.42,0.43,0.43,0.43,0.44,0.42,0.43,0.44,0.42,0.42,4.28,0.43,false
5790,day,27,month_day_hour_min,,0.41,0.44,0.43,0.42,0.43,0.42,0.42,0.45,0.41,0.43,4.26,0.43,false
5791,day,27,month_day_hour_min,,0.42,0.44,0.43,0.43,0.43,0.42,0.41,0.43,0.42,0.42,4.25,0.42,false
5792,day,27,month_day_hour_min,,0.44,0.43,0.43,0.41,0.43,0.43,0.44,0.44,0.46,0.42,4.33,0.43,false
5793,day,27,month_day_hour_min,,0.43,0.46,0.44,0.44,0.44,0.44,0.44,0.43,0.46,0.44,4.42,0.44,false
5794,day,27,month_day_hour_min,,0.44,0.46,0.45,0.46,0.44,0.44,0.44,0.46,0.48,0.47,4.54,0.45,false
5795,day,27,month_day_hour_min,,0.50,0.49,0.49,0.46,0.48,0.45,0.49,0.52,0.50,0.46,4.84,0.48,false
5796,day,27,month_day_hour_min,,0.49,0.49,0.50,0.45,0.48,0.48,0.48,0.50,0.47,0.46,4.80,0.48,false
5797,day,28,month_day_hour_min,,0.46,0.43,0.46,0.49,0.47,0.43,0.47,0.44,0.46,0.43,4.54,0.45,false
5798,day,28,month_day_hour_min,,0.44,0.44,0.47,0.46,0.45,0.47,0.49,0.45,0.48,0.42,4.57,0.46,false
5799,day,28,month_day_hour_min,,0.45,0.45,0.46,0.46,0.45,0.44,0.45,0.46,0.46,0.43,4.51,0.45,false
5800,day,28,month_day_hour_min,,0.42,0.41,0.43,0.43,0.44,0.44,0.44,0.42,0.45,0.42,4.30,0.43,false
5801,day,28,month_day_hour_min,,0.46,0.44,0.47,0.44,0.44,0.44,0.49,0.45,0.46,0.42,4.51,0.45,false
5802,day,28,month_day_hour_min,,0.43,0.42,0.45,0.43,0.43,0.44,0.46,0.43,0.44,0.41,4.34,0.43,false
5803,day,28,month_day_hour_min,,0.41,0.40,0.44,0.45,0.42,0.41,0.44,0.42,0.44,0.41,4.24,0.42,false
5804,day,28,month_day_hour_min,,0.43,0.43,0.44,0.44,0.42,0.43,0.44,0.43,0.44,0.41,4.31,0.43,false
5805,day,28,month_day_hour_min,,0.50,0.46,0.46,0.45,0.48,0.48,0.47,0.50,0.47,0.49,4.76,0.48,false
5806,day,28,month_day_hour_min,,0.48,0.46,0.45,0.44,0.46,0.46,0.45,0.46,0.47,0.49,4.62,0.46,false
5807,day,28,month_day_hour_min,,0.43,0.45,0.43,0.46,0.45,0.43,0.45,0.44,0.43,0.42,4.39,0.44,false
5808,day,28,month_day_hour_min,,0.43,0.45,0.43,0.42,0.45,0.43,0.42,0.44,0.41,0.43,4.31,0.43,false
5809,day,28,month_day_hour_min,,0.50,0.52,0.46,0.49,0.47,0.49,0.50,0.50,0.54,0.51,4.98,0.50,false
5810,day,28,month_day_hour_min,,0.50,0.48,0.51,0.48,0.48,0.49,0.51,0.49,0.52,0.49,4.95,0.50,false
5811,day,29,month_day_hour_min,,0.49,0.46,0.49,0.48,0.50,0.48,0.52,0.48,0.53,0.46,4.89,0.49,false
5812,day,29,month_day_hour_min,,0.48,0.45,0.49,0.46,0.45,0.47,0.46,0.46,0.49,0.45,4.66,0.47,false
5813,day,29,month_day_hour_min,,0.45,0.44,0.48,0.47,0.45,0.44,0.44,0.47,0.47,0.44,4.55,0.45,false
5814,day,29,month_day_hour_min,,0.45,0.41,0.44,0.43,0.45,0.46,0.44,0.43,0.46,0.43,4.40,0.44,false
5815,day,29,month_day_hour_min,,0.44,0.41,0.45,0.46,0.44,0.43,0.46,0.42,0.46,0.42,4.39,0.44,false
5816,day,29,month_day_hour_min,,0.42,0.42,0.43,0.41,0.42,0.43,0.45,0.43,0.44,0.41,4.26,0.43,false
5817,day,29,month_day_hour_min,,0.42,0.45,0.46,0.43,0.44,0.45,0.50,0.44,0.45,0.42,4.46,0.45,false
5818,day,29,month_day_hour_min,,0.43,0.43,0.45,0.42,0.44,0.45,0.45,0.42,0.44,0.42,4.35,0.44,false
5819,day,29,month_day_hour_min,,0.45,0.42,0.44,0.46,0.43,0.45,0.46,0.43,0.45,0.43,4.42,0.44,false
5820,day,29,month_day_hour_min,,0.47,0.45,0.49,0.45,0.44,0.45,0.44,0.46,0.46,0.46,4.57,0.46,false
5821,day,29,month_day_hour_min,,0.46,0.45,0.50,0.46,0.48,0.46,0.46,0.47,0.46,0.49,4.69,0.47,false
5822,day,29,month_day_hour_min,,0.46,0.48,0.50,0.44,0.46,0.44,0.46,0.50,0.49,0.46,4.69,0.47,false
5823,day,29,month_day_hour_min,,0.48,0.46,0.47,0.46,0.45,0.43,0.44,0.44,0.45,0.47,4.55,0.45,false
5824,day,29,month_day_hour_min,,0.45,0.46,0.47,0.43,0.46,0.44,0.46,0.47,0.47,0.44,4.55,0.45,false
5825,day,29,month_day_hour_min,,0.44,0.45,0.44,0.44,0.45,0.43,0.44,0.45,0.43,0.44,4.41,0.44,false
5826,day,29,month_day_hour_min,,0.45,0.46,0.47,0.43,0.46,0.45,0.45,0.46,0.47,0.44,4.54,0.45,false
5827,day,29,month_day_hour_min,,0.44,0.45,0.44,0.44,0.44,0.43,0.45,0.44,0.44,0.44,4.41,0.44,false
5828,day,29,month_day_hour_min,,0.46,0.45,0.46,0.45,0.43,0.46,0.45,0.45,0.45,0.45,4.51,0.45,false
5829,day,29,month_day_hour_min,,0.46,0.49,0.44,0.45,0.46,0.43,0.46,0.45,0.45,0.47,4.56,0.46,false
5830,day,29,month_day_hour_min,,0.47,0.50,0.49,0.48,0.46,0.46,0.44,0.44,0.48,0.48,4.70,0.47,false
5831,day,29,month_day_hour_min,,0.46,0.48,0.46,0.43,0.45,0.43,0.48,0.47,0.47,0.46,4.59,0.46,false
5832,day,29,month_day_hour_min,,0.44,0.46,0.44,0.47,0.43,0.45,0.45,0.44,0.46,0.45,4.49,0.45,false
5833,day,29,month_day_hour_min,,0.49,0.47,0.49,0.49,0.48,0.47,0.43,0.47,0.47,0.48,4.74,0.47,false
5834,day,30,month_day_hour_min,,0.50,0.47,0.49,0.50,0.50,0.49,0.52,0.47,0.51,0.47,4.92,0.49,false
5835,day,30,month_day_hour_min,,0.46,0.46,0.48,0.46,0.45,0.47,0.48,0.44,0.48,0.43,4.61,0.46,false
5836,day,30,month_day_hour_min,,0.44,0.42,0.46,0.46,0.44,0.43,0.46,0.42,0.46,0.42,4.41,0.44,false
5837,day,30,month_day_hour_min,,0.43,0.43,0.44,0.44,0.44,0.44,0.47,0.42,0.47,0.41,4.39,0.44,false
5838,day,30,month_day_hour_min,,0.46,0.47,0.48,0.44,0.45,0.45,0.45,0.45,0.45,0.44,4.54,0.45,false
5839,day,30,month_day_hour_min,,0.46,0.44,0.46,0.44,0.44,0.44,0.47,0.44,0.48,0.43,4.50,0.45,false
5840,day,30,month_day_hour_min,,0.52,0.56,0.52,0.56,0.58,0.50,0.55,0.57,0.51,0.51,5.38,0.54,false
5841,day,30,month_day_hour_min,,0.48,0.48,0.48,0.45,0.50,0.50,0.48,0.50,0.46,0.49,4.82,0.48,false
5842,day,30,month_day_hour_min,,0.48,0.47,0.47,0.44,0.48,0.47,0.48,0.48,0.49,0.46,4.72,0.47,false
5843,day,30,month_day_hour_min,,0.45,0.45,0.45,0.42,0.43,0.44,0.43,0.45,0.45,0.43,4.40,0.44,false
5844,day,30,month_day_hour_min,,0.46,0.45,0.46,0.44,0.45,0.44,0.44,0.46,0.46,0.44,4.50,0.45,false
5845,day,30,month_day_hour_min,,0.45,0.48,0.47,0.47,0.45,0.44,0.45,0.44,0.45,0.46,4.56,0.46,false
5846,day,30,month_day_hour_min,,0.45,0.49,0.48,0.48,0.47,0.46,0.46,0.45,0.50,0.48,4.72,0.47,false
5847,day,31,month_day_hour_min,,0.47,0.46,0.46,0.44,0.48,0.45,0.47,0.44,0.48,0.42,4.57,0.46,false
5848,day,31,month_day_hour_min,,0.48,0.48,0.46,0.47,0.48,0.48,0.48,0.46,0.50,0.43,4.72,0.47,false
5849,day,31,month_day_hour_min,,0.46,0.48,0.50,0.44,0.50,0.47,0.49,0.45,0.47,0.44,4.70,0.47,false
5850,day,31,month_day_hour_min,,0.50,0.50,0.50,0.44,0.49,0.48,0.48,0.47,0.47,0.46,4.79,0.48,false
5851,day,31,month_day_hour_min,,0.48,0.46,0.48,0.42,0.46,0.44,0.48,0.45,0.47,0.44,4.58,0.46,false
5852,day,31,month_day_hour_min,,0.52,0.49,0.49,0.45,0.49,0.46,0.48,0.46,0.49,0.47,4.80,0.48,false
5853,day,31,month_day_hour_min,,0.50,0.47,0.51,0.44,0.48,0.45,0.47,0.51,0.50,0.47,4.80,0.48,false
5854,day,31,month_day_hour_min,,0.48,0.50,0.48,0.44,0.46,0.45,0.46,0.49,0.48,0.46,4.70,0.47,false
5855,day,31,month_day_hour_min,,0.46,0.48,0.46,0.43,0.44,0.44,0.44,0.45,0.48,0.47,4.55,0.45,false
5856,day,31,month_day_hour_min,,0.45,0.47,0.48,0.46,0.45,0.44,0.46,0.44,0.48,0.46,4.59,0.46,false
5857,day,31,month_day_hour_min,,0.47,0.47,0.47,0.43,0.48,0.44,0.45,0.46,0.45,0.46,4.58,0.46,false
5858,day,31,month_day_hour_min,,0.45,0.46,0.46,0.45,0.45,0.43,0.47,0.44,0.46,0.45,4.52,0.45,false
5859,day,31,month_day_hour_min,,0.49,0.52,0.50,0.44,0.49,0.48,0.49,0.49,0.51,0.47,4.88,0.49,false
5860,day,31,month_day_hour_min,,0.47,0.51,0.49,0.47,0.48,0.47,0.46,0.47,0.51,0.47,4.80,0.48,false
5861,day,31,month_day_hour_min,,0.47,0.49,0.47,0.46,0.48,0.45,0.45,0.48,0.48,0.47,4.70,0.47,false
5862,day,31,month_day_hour_min,,0.46,0.51,0.48,0.48,0.47,0.46,0.46,0.47,0.50,0.47,4.76,0.48,false
5863,day,31,month_day_hour_min,,0.46,0.49,0.50,0.49,0.48,0.46,0.46,0.47,0.50,0.47,4.78,0.48,false
5864,day,31,month_day_hour_min,,0.46,0.48,0.48,0.49,0.47,0.46,0.47,0.46,0.50,0.46,4.73,0.47,false
5865,day,31,month_day_hour_min,,0.47,0.48,0.48,0.47,0.45,0.46,0.47,0.48,0.50,0.45,4.71,0.47,false
5866,day,31,month_day_hour_min,,0.50,0.48,0.50,0.48,0.48,0.48,0.47,0.49,0.47,0.48,4.83,0.48,false
5867,day,31,month_day_hour_min,,0.51,0.51,0.53,0.50,0.52,0.47,0.47,0.48,0.51,0.49,4.99,0.50,false
5868,day,1,month_day_hour_min,,0.51,0.48,0.53,0.51,0.48,0.50,0.50,0.51,0.52,0.50,5.04,0.50,false
5869,day,1,month_day_hour_min,,0.51,0.50,0.51,0.49,0.48,0.49,0.50,0.49,0.47,0.53,4.97,0.50,false
5870,day,1,month_day_hour_min,,0.51,0.46,0.53,0.48,0.47,0.48,0.50,0.46,0.47,0.47,4.83,0.48,false
5871,day,1,month_day_hour_min,,0.46,0.45,0.49,0.45,0.47,0.47,0.47,0.48,0.45,0.46,4.65,0.46,false
5872,day,1,month_day_hour_min,,0.48,0.45,0.51,0.47,0.48,0.42,0.46,0.48,0.45,0.47,4.67,0.47,false
5873,day,1,month_day_hour_min,,0.48,0.46,0.49,0.45,0.50,0.44,0.46,0.49,0.45,0.46,4.68,0.47,false
5874,day,1,month_day_hour_min,,0.48,0.47,0.49,0.45,0.48,0.44,0.44,0.48,0.44,0.46,4.63,0.46,false
5875,day,1,month_day_hour_min,,0.50,0.46,0.50,0.43,0.47,0.44,0.45,0.51,0.45,0.49,4.70,0.47,false
5876,day,1,month_day_hour_min,,0.49,0.46,0.51,0.48,0.47,0.43,0.45,0.49,0.44,0.47,4.69,0.47,false
5877,day,1,month_day_hour_min,,0.48,0.42,0.49,0.44,0.46,0.42,0.47,0.47,0.45,0.44,4.54,0.45,false
5878,day,1,month_day_hour_min,,0.55,0.47,0.50,0.48,0.50,0.47,0.49,0.49,0.45,0.49,4.89,0.49,false
5879,day,1,month_day_hour_min,,0.47,0.44,0.46,0.45,0.47,0.43,0.46,0.47,0.45,0.48,4.58,0.46,false
5880,day,1,month_day_hour_min,,0.51,0.47,0.50,0.46,0.47,0.47,0.47,0.49,0.48,0.50,4.82,0.48,false
5881,day,1,month_day_hour_min,,0.48,0.43,0.48,0.45,0.46,0.42,0.46,0.47,0.45,0.47,4.57,0.46,false
5882,day,1,month_day_hour_min,,0.47,0.44,0.48,0.45,0.46,0.43,0.44,0.47,0.46,0.48,4.58,0.46,false
5883,day,1,month_day_hour_min,,0.49,0.46,0.50,0.48,0.50,0.45,0.46,0.48,0.45,0.48,4.75,0.47,false
5884,day,1,month_day_hour_min,,0.46,0.50,0.51,0.49,0.50,0.50,0.49,0.52,0.47,0.47,4.91,0.49,false
5885,day,1,month_day_hour_min,,0.45,0.46,0.49,0.47,0.47,0.46,0.44,0.50,0.46,0.44,4.64,0.46,false
5886,day,1,month_day_hour_min,,0.46,0.47,0.49,0.46,0.47,0.48,0.47,0.51,0.47,0.46,4.74,0.47,false
5887,day,2,month_day_hour_min,,0.49,0.47,0.50,0.45,0.48,0.47,0.51,0.46,0.49,0.48,4.80,0.48,false
5888,day,2,month_day_hour_min,,0.51,0.47,0.53,0.47,0.45,0.48,0.48,0.47,0.48,0.49,4.83,0.48,false
5889,day,2,month_day_hour_min,,0.49,0.46,0.51,0.45,0.46,0.45,0.50,0.46,0.45,0.47,4.70,0.47,false
5890,day,2,month_day_hour_min,,0.47,0.50,0.51,0.45,0.47,0.47,0.46,0.49,0.47,0.47,4.76,0.48,false
5891,day,2,month_day_hour_min,,0.48,0.44,0.48,0.44,0.45,0.43,0.46,0.47,0.43,0.45,4.53,0.45,false
5892,day,2,month_day_hour_min,,0.49,0.46,0.49,0.44,0.46,0.44,0.46,0.50,0.45,0.45,4.64,0.46,false
5893,day,2,month_day_hour_min,,0.45,0.43,0.49,0.45,0.44,0.42,0.44,0.44,0.41,0.43,4.40,0.44,false
5894,day,2,month_day_hour_min,,0.47,0.46,0.49,0.43,0.45,0.43,0.43,0.47,0.44,0.45,4.52,0.45,false
5895,day,2,month_day_hour_min,,0.45,0.45,0.48,0.43,0.44,0.43,0.44,0.47,0.44,0.44,4.47,0.45,false
5896,day,2,month_day_hour_min,,0.49,0.46,0.48,0.44,0.46,0.48,0.49,0.48,0.46,0.47,4.71,0.47,false
5897,day,2,month_day_hour_min,,0.49,0.46,0.50,0.47,0.50,0.47,0.50,0.51,0.49,0.50,4.89,0.49,false
5898,day,2,month_day_hour_min,,0.52,0.48,0.52,0.49,0.52,0.50,0.52,0.52,0.48,0.52,5.07,0.51,false
5899,day,2,month_day_hour_min,,0.51,0.51,0.52,0.50,0.49,0.49,0.56,0.53,0.50,0.52,5.13,0.51,false
5900,day,2,month_day_hour_min,,0.45,0.46,0.50,0.46,0.45,0.47,0.45,0.47,0.45,0.43,4.59,0.46,false
5901,day,2,month_day_hour_min,,0.46,0.49,0.52,0.46,0.48,0.47,0.48,0.50,0.46,0.47,4.79,0.48,false
5902,day,2,month_day_hour_min,,0.47,0.49,0.50,0.44,0.47,0.47,0.47,0.51,0.48,0.46,4.76,0.48,false
5903,day,2,month_day_hour_min,,0.47,0.54,0.50,0.51,0.50,0.50,0.50,0.53,0.47,0.49,5.01,0.50,false
5904,day,2,month_day_hour_min,,0.54,0.50,0.54,0.45,0.47,0.50,0.51,0.51,0.50,0.49,5.01,0.50,false
5905,day,2,month_day_hour_min,,0.52,0.55,0.57,0.58,0.52,0.57,0.51,0.54,0.50,0.51,5.37,0.54,false
5906,day,3,month_day_hour_min,,0.62,0.61,0.63,0.61,0.60,0.55,0.58,0.58,0.61,0.58,5.97,0.60,false
5907,day,3,month_day_hour_min,,0.47,0.42,0.49,0.44,0.45,0.43,0.45,0.43,0.45,0.46,4.49,0.45,false
5908,day,3,month_day_hour_min,,0.49,0.45,0.49,0.44,0.45,0.47,0.46,0.43,0.49,0.46,4.63,0.46,false
5909,day,3,month_day_hour_min,,0.46,0.44,0.48,0.43,0.47,0.47,0.46,0.44,0.45,0.45,4.55,0.45,false
5910,day,3,month_day_hour_min,,0.50,0.47,0.53,0.48,0.47,0.47,0.47,0.48,0.46,0.47,4.80,0.48,false
5911,day,3,month_day_hour_min,,0.48,0.44,0.48,0.44,0.47,0.44,0.45,0.46,0.43,0.45,4.54,0.45,false
5912,day,3,month_day_hour_min,,0.51,0.44,0.49,0.42,0.46,0.45,0.45,0.46,0.45,0.45,4.58,0.46,false
5913,day,3,month_day_hour_min,,0.48,0.43,0.48,0.44,0.47,0.43,0.45,0.45,0.42,0.45,4.50,0.45,false
5914,day,3,month_day_hour_min,,0.49,0.46,0.49,0.47,0.47,0.45,0.45,0.46,0.43,0.46,4.63,0.46,false
5915,day,3,month_day_hour_min,,0.45,0.43,0.47,0.45,0.42,0.44,0.43,0.46,0.43,0.43,4.41,0.44,false
5916,day,3,month_day_hour_min,,0.64,0.60,0.61,0.62,0.57,0.63,0.57,0.61,0.58,0.58,6.01,0.60,false
5917,day,3,month_day_hour_min,,0.49,0.47,0.48,0.47,0.46,0.44,0.45,0.46,0.44,0.47,4.63,0.46,false
5918,day,3,month_day_hour_min,,0.54,0.52,0.52,0.51,0.50,0.47,0.50,0.53,0.48,0.48,5.05,0.51,false
5919,day,3,month_day_hour_min,,0.56,0.56,0.58,0.49,0.53,0.55,0.56,0.52,0.49,0.51,5.35,0.54,false
5920,day,3,month_day_hour_min,,0.51,0.53,0.54,0.52,0.49,0.54,0.48,0.52,0.48,0.50,5.11,0.51,false
5921,day,4,month_day_hour_min,,0.51,0.49,0.50,0.48,0.51,0.47,0.50,0.51,0.50,0.49,4.96,0.50,false
5922,day,4,month_day_hour_min,,0.48,0.46,0.48,0.47,0.46,0.45,0.50,0.46,0.45,0.46,4.67,0.47,false
5923,day,4,month_day_hour_min,,0.49,0.47,0.50,0.47,0.45,0.47,0.46,0.47,0.48,0.45,4.71,0.47,false
5924,day,4,month_day_hour_min,,0.46,0.42,0.47,0.43,0.44,0.45,0.47,0.43,0.43,0.43,4.43,0.44,false
5925,day,4,month_day_hour_min,,0.47,0.43,0.47,0.43,0.46,0.43,0.45,0.44,0.45,0.45,4.48,0.45,false
5926,day,4,month_day_hour_min,,0.50,0.46,0.49,0.45,0.47,0.47,0.46,0.47,0.46,0.45,4.68,0.47,false
5927,day,4,month_day_hour_min,,0.47,0.47,0.51,0.43,0.45,0.46,0.45,0.48,0.44,0.46,4.62,0.46,false
5928,day,4,month_day_hour_min,,0.48,0.47,0.46,0.47,0.46,0.46,0.46,0.46,0.48,0.46,4.66,0.47,false
5929,day,4,month_day_hour_min,,0.46,0.47,0.48,0.46,0.46,0.47,0.47,0.46,0.44,0.44,4.61,0.46,false
5930,day,4,month_day_hour_min,,0.49,0.46,0.47,0.49,0.47,0.48,0.45,0.45,0.43,0.45,4.64,0.46,false
5931,day,4,month_day_hour_min,,0.47,0.45,0.47,0.44,0.46,0.44,0.45,0.46,0.46,0.43,4.53,0.45,false
5932,day,4,month_day_hour_min,,0.53,0.47,0.51,0.46,0.49,0.47,0.48,0.49,0.49,0.46,4.85,0.48,false
5933,day,4,month_day_hour_min,,0.46,0.43,0.45,0.41,0.44,0.42,0.42,0.43,0.43,0.42,4.31,0.43,false
5934,day,4,month_day_hour_min,,0.46,0.42,0.45,0.42,0.44,0.42,0.43,0.45,0.43,0.41,4.33,0.43,false
5935,day,4,month_day_hour_min,,0.44,0.44,0.44,0.44,0.44,0.45,0.43,0.46,0.42,0.41,4.37,0.44,false
5936,day,4,month_day_hour_min,,0.47,0.44,0.44,0.44,0.44,0.44,0.45,0.45,0.45,0.43,4.45,0.45,false
5937,day,4,month_day_hour_min,,0.48,0.46,0.45,0.45,0.44,0.46,0.47,0.47,0.46,0.45,4.59,0.46,false
5938,day,4,month_day_hour_min,,0.55,0.54,0.52,0.49,0.51,0.55,0.56,0.53,0.49,0.52,5.26,0.53,false
5939,day,5,month_day_hour_min,,0.49,0.45,0.45,0.46,0.46,0.46,0.46,0.47,0.51,0.46,4.67,0.47,false
5940,day,5,month_day_hour_min,,0.45,0.44,0.46,0.44,0.46,0.41,0.45,0.43,0.45,0.44,4.43,0.44,false
5941,day,5,month_day_hour_min,,0.45,0.43,0.46,0.43,0.45,0.43,0.45,0.42,0.43,0.43,4.38,0.44,false
5942,day,5,month_day_hour_min,,0.44,0.42,0.45,0.43,0.45,0.41,0.44,0.41,0.44,0.43,4.32,0.43,false
5943,day,5,month_day_hour_min,,0.46,0.44,0.46,0.44,0.45,0.45,0.44,0.43,0.47,0.45,4.49,0.45,false
5944,day,5,month_day_hour_min,,0.45,0.44,0.49,0.43,0.47,0.41,0.44,0.45,0.44,0.44,4.46,0.45,false
5945,day,5,month_day_hour_min,,0.51,0.52,0.56,0.50,0.50,0.49,0.48,0.53,0.49,0.50,5.08,0.51,false
5946,day,5,month_day_hour_min,,0.49,0.51,0.52,0.47,0.51,0.52,0.46,0.51,0.50,0.48,4.97,0.50,false
5947,day,5,month_day_hour_min,,0.48,0.47,0.51,0.49,0.49,0.49,0.47,0.47,0.48,0.47,4.82,0.48,false
5948,day,5,month_day_hour_min,,0.48,0.44,0.50,0.43,0.46,0.45,0.45,0.46,0.46,0.42,4.55,0.46,false
5949,day,5,month_day_hour_min,,0.49,0.49,0.51,0.50,0.48,0.48,0.47,0.48,0.45,0.50,4.85,0.48,false
5950,day,5,month_day_hour_min,,0.44,0.43,0.45,0.44,0.44,0.42,0.43,0.45,0.44,0.43,4.37,0.44,false
5951,day,5,month_day_hour_min,,0.44,0.45,0.45,0.44,0.48,0.44,0.44,0.46,0.44,0.47,4.51,0.45,false
5952,day,5,month_day_hour_min,,0.42,0.44,0.44,0.42,0.44,0.44,0.42,0.44,0.43,0.42,4.31,0.43,false
5953,day,5,month_day_hour_min,,0.42,0.43,0.43,0.43,0.43,0.41,0.42,0.42,0.41,0.41,4.21,0.42,false
5954,day,5,month_day_hour_min,,0.42,0.42,0.42,0.43,0.42,0.41,0.42,0.44,0.42,0.42,4.22,0.42,false
5955,day,5,month_day_hour_min,,0.44,0.43,0.43,0.42,0.43,0.42,0.44,0.44,0.44,0.42,4.31,0.43,false
5956,day,5,month_day_hour_min,,0.45,0.45,0.43,0.44,0.43,0.43,0.46,0.45,0.44,0.43,4.41,0.44,false
5957,day,5,month_day_hour_min,,0.44,0.43,0.42,0.43,0.43,0.42,0.44,0.46,0.43,0.42,4.32,0.43,false
5958,day,5,month_day_hour_min,,0.44,0.43,0.42,0.45,0.44,0.42,0.44,0.46,0.44,0.42,4.36,0.44,false
5959,day,5,month_day_hour_min,,0.51,0.45,0.47,0.48,0.48,0.48,0.45,0.49,0.47,0.46,4.74,0.47,false
5960,day,6,month_day_hour_min,,0.50,0.50,0.51,0.48,0.47,0.47,0.52,0.49,0.47,0.49,4.90,0.49,false
5961,day,6,month_day_hour_min,,0.47,0.46,0.48,0.46,0.43,0.45,0.45,0.48,0.47,0.46,4.61,0.46,false
5962,day,6,month_day_hour_min,,0.46,0.46,0.49,0.46,0.46,0.48,0.45,0.44,0.49,0.46,4.65,0.47,false
5963,day,6,month_day_hour_min,,0.47,0.44,0.47,0.46,0.45,0.43,0.44,0.45,0.49,0.44,4.54,0.45,false
5964,day,6,month_day_hour_min,,0.44,0.42,0.47,0.41,0.45,0.45,0.44,0.42,0.43,0.43,4.36,0.44,false
5965,day,6,month_day_hour_min,,0.46,0.45,0.50,0.46,0.47,0.45,0.46,0.46,0.46,0.47,4.64,0.46,false
5966,day,6,month_day_hour_min,,0.49,0.47,0.51,0.48,0.47,0.47,0.48,0.50,0.45,0.47,4.79,0.48,false
5967,day,6,month_day_hour_min,,0.48,0.44,0.51,0.42,0.46,0.44,0.46,0.46,0.47,0.44,4.58,0.46,false
5968,day,6,month_day_hour_min,,0.45,0.45,0.47,0.46,0.45,0.44,0.46,0.45,0.43,0.48,4.54,0.45,false
