num,month,day,hour,min,n_px,ce_px,cs_px,n_p,i_uiip,p_uiip,i_f,p_f,i_uiipu,c_pu_p,p_pu
33283,12,13,15,30,2.60,0.00,267.56,1.611,139.08,20.50,254.20,30.74,138.40,0.00,48.24
33293,12,13,18,0,2.09,0.00,269.38,1.307,108.90,18.47,261.07,30.17,108.47,0.00,47.52
33295,12,13,18,30,1.98,0.00,292.88,1.237,109.22,16.93,267.00,29.70,109.13,0.00,46.94
33297,12,13,19,0,1.86,0.00,276.19,1.151,97.81,19.19,263.73,29.91,94.33,0.00,47.31
33303,12,13,20,30,1.90,261.87,0.00,1.001,139.43,20.02,240.60,31.82,506.80,0.00,53.24
33324,12,14,1,45,2.63,348.09,0.00,1.695,343.72,20.67,245.20,33.06,278.67,0.00,51.93
33327,12,14,2,30,2.74,352.05,0.00,1.896,350.07,20.75,257.13,33.19,277.27,0.00,52.00
33335,12,14,4,30,3.03,360.16,0.00,2.492,346.85,19.89,252.93,33.50,325.87,0.00,52.93
33338,12,14,5,15,3.14,296.65,0.00,2.699,307.15,17.67,257.67,33.16,335.00,0.00,52.71
33340,12,14,5,45,3.21,270.55,0.00,2.807,254.24,19.56,257.27,33.19,354.93,0.00,52.73
33344,12,14,6,45,3.27,131.61,0.00,2.822,212.50,20.67,260.60,32.87,411.87,0.00,53.09
33348,12,14,7,45,3.28,126.45,0.00,2.747,182.15,20.79,259.80,32.97,417.93,0.00,53.16
33365,12,14,12,0,3.45,188.33,0.00,2.309,202.02,21.16,249.93,33.25,422.20,0.00,53.44
33373,12,14,14,0,3.41,0.00,317.57,2.001,129.31,18.82,274.47,31.07,128.33,0.00,48.46
33382,12,14,16,15,2.92,0.00,241.23,1.719,127.32,20.10,253.67,31.23,126.73,0.00,48.41
33389,12,14,18,0,2.56,0.00,315.67,1.488,125.64,19.91,264.93,30.39,125.07,0.00,47.44
33393,12,14,19,0,2.31,0.00,336.52,1.337,126.36,19.56,269.00,29.97,124.93,0.00,47.33
33399,12,14,20,30,1.96,0.00,228.41,1.041,44.84,17.80,258.20,30.42,44.13,0.00,48.16
33408,12,14,22,45,2.17,465.28,0.00,0.762,175.84,21.37,245.47,33.41,471.53,0.00,54.48
33424,12,15,2,45,2.87,416.82,0.00,1.810,312.69,20.71,242.20,33.75,304.87,0.00,52.87
33427,12,15,3,30,3.02,388.36,0.00,2.000,310.45,20.68,243.87,33.63,307.47,0.00,52.86
33428,12,15,3,45,3.06,397.99,0.00,2.073,309.30,20.71,240.07,33.96,303.00,0.00,53.23
33441,12,15,7,0,3.23,0.00,366.31,2.395,142.95,18.24,272.67,30.61,142.40,0.00,47.66
33443,12,15,7,30,3.09,0.00,391.87,2.326,140.56,19.06,275.53,30.29,139.20,0.00,47.42
33449,12,15,9,0,2.68,21.91,105.14,2.081,247.33,22.63,249.07,31.63,213.53,0.00,50.76
33453,12,15,10,0,2.66,118.91,0.00,2.084,280.23,22.67,241.07,32.36,386.80,0.00,52.17
33455,12,15,10,30,2.67,111.17,0.00,2.076,170.71,20.30,240.87,32.35,386.93,0.00,52.19
33458,12,15,11,15,2.69,159.29,0.00,2.003,151.57,20.03,244.93,32.10,391.13,0.00,52.18
33467,12,15,13,30,2.85,195.84,0.00,1.740,176.92,20.76,259.47,32.52,481.13,0.00,53.51
33470,12,15,14,15,2.91,247.03,0.00,1.674,188.22,21.35,255.73,32.81,501.47,0.00,54.00
33471,12,15,14,30,2.93,253.66,0.00,1.663,195.87,21.24,262.60,32.93,498.60,0.00,54.10
33473,12,15,15,0,2.98,267.08,0.00,1.640,170.52,20.80,266.60,32.93,485.87,0.00,53.97
33476,12,15,15,45,3.06,253.43,0.00,1.603,158.53,20.67,265.00,32.99,437.93,0.00,53.05
33480,12,15,16,45,2.94,0.00,282.99,1.552,163.61,20.69,265.00,30.97,163.07,0.00,47.95
33482,12,15,17,15,2.83,0.00,304.73,1.505,162.16,20.75,268.07,30.71,162.00,0.00,47.65
33493,12,15,20,0,2.15,0.00,342.43,1.139,119.10,17.97,266.00,29.81,118.20,0.00,47.09
33500,12,15,21,45,2.17,308.64,0.00,0.957,158.89,20.84,238.07,32.42,471.40,0.00,53.28
33504,12,15,22,45,2.31,400.13,0.00,0.941,180.15,21.93,232.67,33.16,459.47,0.00,53.86
33505,12,15,23,0,2.36,343.07,0.00,0.973,294.27,21.28,236.60,32.84,375.53,0.00,52.62
33509,12,16,0,0,2.50,274.45,0.00,1.241,353.85,20.71,240.53,32.64,290.27,0.00,51.68
33519,12,16,2,30,2.85,345.92,0.00,1.905,346.20,21.68,258.67,33.26,284.20,0.00,52.07
33527,12,16,4,30,3.15,334.77,0.00,2.355,341.37,20.64,253.07,33.69,313.27,0.00,52.84
33533,12,16,6,0,3.33,160.49,0.00,2.607,185.92,20.73,257.07,33.02,345.40,0.00,52.69
33537,12,16,7,0,3.34,56.10,0.00,2.607,222.25,20.38,262.07,32.90,333.33,0.00,52.33
33538,12,16,7,15,3.33,11.67,15.47,2.611,194.50,20.56,264.60,32.70,314.13,0.00,52.09
33541,12,16,8,0,3.29,9.45,10.17,2.474,201.09,20.73,261.13,32.93,273.47,0.00,51.74
33545,12,16,9,0,3.23,0.87,6.27,2.328,194.39,20.61,262.00,32.87,291.40,0.00,51.86
33556,12,16,11,45,3.24,168.55,0.00,2.061,196.49,20.71,261.00,32.93,441.13,0.00,53.33
33561,12,16,13,0,3.30,166.95,0.00,1.883,173.22,20.65,260.13,32.98,440.60,0.00,53.39
33563,12,16,13,30,3.32,160.97,0.00,1.809,176.14,20.63,261.00,32.87,442.60,0.00,53.31
33580,12,16,17,45,2.80,0.00,324.37,1.370,189.11,20.71,259.07,30.48,187.93,0.00,47.23
33588,12,16,19,45,2.29,0.00,310.18,1.157,138.19,19.78,258.27,30.14,136.53,0.00,47.40
33589,12,16,20,0,2.22,0.00,287.82,1.126,136.83,19.88,260.67,30.24,135.93,0.00,47.41
33591,12,16,20,30,2.11,0.00,297.26,1.059,134.16,19.76,263.93,30.02,133.07,0.00,47.23
33598,12,16,22,15,2.07,383.35,0.00,0.723,151.13,20.67,241.73,32.83,500.00,0.00,54.03
33601,12,16,23,0,2.21,449.14,0.00,0.697,283.64,20.18,237.60,33.20,468.53,0.00,53.94
33614,12,17,2,15,2.74,395.88,0.00,1.534,331.37,21.70,260.87,33.67,295.33,0.00,52.53
33615,12,17,2,30,2.79,389.80,0.00,1.593,328.44,21.73,261.40,33.56,296.33,0.00,52.46
33619,12,17,3,30,2.98,415.75,0.00,1.853,328.74,21.71,258.00,33.87,289.00,0.00,52.93
33622,12,17,4,15,3.11,400.28,0.00,2.043,351.56,22.19,254.13,34.16,307.00,0.00,53.29
33627,12,17,5,30,3.33,316.74,0.00,2.446,343.62,20.68,260.60,33.61,270.53,0.00,52.49
33629,12,17,6,0,3.40,345.62,0.00,2.525,168.74,20.62,254.93,33.90,333.87,0.00,53.38
33632,12,17,6,45,3.51,361.45,0.00,2.555,184.21,21.19,254.53,34.12,438.73,0.00,54.69
33634,12,17,7,15,3.58,278.74,0.00,2.557,234.20,20.13,259.07,33.73,489.47,0.00,54.68
33638,12,17,8,15,3.65,29.79,0.00,2.516,233.42,21.46,265.33,33.21,396.00,0.00,53.03
33642,12,17,9,15,3.60,21.45,0.38,2.393,234.08,21.37,264.60,33.27,398.00,0.00,53.05
33647,12,17,10,30,3.55,45.19,0.67,2.231,232.46,21.24,265.87,33.08,399.87,0.00,53.02
33650,12,17,11,15,3.54,58.79,0.00,2.143,231.14,21.61,267.00,32.99,395.73,0.00,52.95
33653,12,17,12,0,3.52,85.11,0.00,2.081,230.91,21.58,263.47,33.21,397.93,0.00,52.99
33660,12,17,13,45,3.41,0.00,346.07,1.976,160.37,19.41,290.47,30.82,159.60,0.00,48.13
33664,12,17,14,45,3.15,0.00,333.19,1.816,158.49,20.12,287.07,31.01,157.80,0.00,47.84
33667,12,17,15,30,2.99,0.00,267.94,1.699,159.08,20.41,284.47,31.25,158.40,0.00,48.27
33675,12,17,17,30,2.57,0.00,270.63,1.391,158.88,19.97,287.80,30.78,158.53,0.00,47.76
33688,12,17,20,45,1.88,0.00,180.31,0.975,103.72,17.76,271.53,30.59,102.87,0.00,48.05
33693,12,17,22,0,1.96,422.83,0.00,0.954,200.40,21.70,255.00,32.93,488.87,0.00,54.05
33694,12,17,22,15,2.01,402.19,0.00,0.958,196.75,21.75,257.60,32.76,487.53,0.00,54.03
33697,12,17,23,0,2.15,468.13,0.00,0.937,226.12,16.42,248.00,33.53,472.13,0.00,54.62
33698,12,17,23,15,2.21,366.89,0.00,0.985,333.20,19.40,255.27,32.98,363.13,0.00,52.63
33704,12,18,0,45,2.43,335.59,0.00,1.328,356.66,20.69,256.07,32.93,253.93,0.00,51.72
33707,12,18,1,30,2.54,329.51,0.00,1.575,346.31,20.64,256.87,32.83,277.20,0.00,51.56
33714,12,18,3,15,2.85,417.01,0.00,2.150,334.87,20.63,245.20,33.89,302.40,0.00,53.06
33717,12,18,4,0,3.00,437.93,0.00,2.355,330.57,19.63,240.80,34.23,321.60,0.00,53.44
33721,12,18,5,0,3.20,397.71,0.00,2.636,319.44,18.68,244.00,34.06,321.73,0.00,53.35
33722,12,18,5,15,3.24,412.56,0.00,2.698,315.23,18.56,252.20,34.02,322.80,0.00,53.38
33730,12,18,7,15,3.64,356.43,0.00,2.819,222.58,20.17,266.20,34.22,467.00,0.00,54.88
33731,12,18,7,30,3.68,312.79,0.00,2.823,238.83,19.29,268.53,33.97,465.67,0.00,54.71
33736,12,18,8,45,3.71,0.00,22.09,2.779,234.47,21.04,274.13,33.33,335.80,0.00,52.59
33737,12,18,9,0,3.69,0.05,30.33,2.743,234.00,21.10,276.67,33.13,338.27,0.00,52.46
33744,12,18,10,45,3.61,61.67,0.00,2.525,234.13,21.41,273.47,33.24,431.53,0.00,53.39
33751,12,18,12,30,3.54,88.83,0.00,2.366,234.10,21.60,236.73,33.10,389.53,0.00,53.09
33759,12,18,14,30,3.41,0.00,333.29,2.261,164.58,20.14,263.80,31.07,168.93,0.00,48.19
33765,12,18,16,0,3.08,0.00,296.83,2.201,163.38,20.25,264.47,30.97,168.07,0.00,48.03
33766,12,18,16,15,3.02,0.00,238.18,2.063,164.50,20.39,258.87,31.42,169.13,0.00,48.48
33771,12,18,17,30,2.77,0.00,232.07,2.003,162.43,20.98,261.87,31.19,164.53,0.00,48.20
33772,12,18,17,45,2.72,0.00,208.53,1.985,163.72,20.76,261.00,31.28,162.80,0.00,48.45
33774,12,18,18,15,2.62,0.00,204.93,1.916,53.63,15.71,245.13,31.39,54.93,0.00,49.28
33777,12,18,19,0,2.49,0.00,285.39,1.753,43.50,16.73,256.60,30.52,42.07,0.00,48.20
33792,12,18,22,45,2.60,432.49,0.00,1.218,170.36,20.98,245.07,33.65,434.20,0.00,54.17
33795,12,18,23,30,2.74,361.39,0.00,1.349,378.22,19.80,247.53,33.44,310.87,0.00,52.67
33803,12,19,1,30,3.03,349.11,0.00,1.879,320.33,18.69,246.60,33.57,296.40,0.00,52.56
33807,12,19,2,30,3.18,359.43,0.00,2.088,330.80,17.58,244.07,33.86,295.07,0.00,52.84
33808,12,19,2,45,3.22,331.73,0.00,2.155,314.09,17.61,247.73,33.56,299.60,0.00,52.44
33809,12,19,3,0,3.26,306.95,0.00,2.201,317.00,17.63,252.93,33.18,299.73,0.00,52.07
33814,12,19,4,15,3.44,313.95,0.00,2.403,337.24,18.62,245.07,33.76,294.53,0.00,53.07
33818,12,19,5,15,3.56,239.27,0.00,2.635,342.67,18.65,248.07,33.57,294.60,0.00,52.69
33837,12,19,10,0,2.84,0.00,54.93,2.171,183.56,20.72,273.07,32.29,201.93,0.00,50.80
33841,12,19,11,0,2.82,123.56,0.00,2.048,187.45,20.66,245.53,32.50,359.40,0.00,52.22
33846,12,19,12,15,2.77,2.61,18.85,1.937,182.16,20.71,248.87,32.26,201.07,0.00,50.73
33850,12,19,13,15,2.75,97.65,0.00,1.843,181.44,20.70,246.60,32.46,363.33,0.00,52.21
33853,12,19,14,0,2.76,110.73,0.00,1.558,181.80,20.84,248.33,32.39,372.27,0.00,52.24
33858,12,19,15,15,2.69,0.00,241.47,1.533,123.31,19.37,255.93,31.15,122.87,0.00,48.42
33861,12,19,16,0,2.55,0.00,225.01,1.449,123.07,19.86,257.40,31.06,121.93,0.00,48.56
33863,12,19,16,30,2.46,0.00,227.40,1.353,122.81,19.84,258.87,30.90,122.07,0.00,48.28
33865,12,19,17,0,2.36,0.00,262.06,1.337,122.57,19.85,262.47,30.61,121.33,0.00,48.13
33866,12,19,17,15,2.31,0.00,244.41,1.303,123.27,19.34,259.67,30.82,122.13,0.00,48.17
33877,12,19,20,0,1.81,124.07,0.00,0.833,216.44,21.54,249.27,31.52,393.60,0.00,51.48
33878,12,19,20,15,1.82,88.06,0.00,0.819,227.05,21.55,251.80,31.34,394.33,0.00,51.46
33880,12,19,20,45,1.81,110.35,0.00,0.731,229.20,21.60,252.67,31.32,394.13,0.00,51.32
33881,12,19,21,0,1.82,153.41,0.00,0.729,229.17,21.48,250.20,31.47,394.33,0.00,51.45
33883,12,19,21,30,1.84,238.97,0.00,0.757,206.87,21.83,246.40,31.78,389.87,0.00,51.65
33891,12,19,23,30,2.13,427.42,0.00,0.917,343.37,20.64,236.73,33.39,371.40,0.00,53.27
33893,12,20,0,0,2.21,311.58,0.00,1.061,343.20,21.15,256.33,32.37,208.07,0.00,50.73
33898,12,20,1,15,2.38,312.07,0.00,1.336,348.35,22.03,260.53,32.61,208.47,0.00,50.88
33900,12,20,1,45,2.45,317.56,0.00,1.485,332.03,21.18,255.13,33.05,207.40,0.00,51.36
33904,12,20,2,45,2.62,393.33,0.00,1.795,332.45,21.16,248.60,33.56,284.67,0.00,52.56
33905,12,20,3,0,2.66,389.91,0.00,1.871,334.64,21.15,253.00,33.29,281.47,0.00,52.26
33909,12,20,4,0,2.84,373.19,0.00,2.163,346.54,21.11,265.80,33.61,265.13,0.00,52.39
33912,12,20,4,45,2.96,304.93,0.00,2.395,348.11,21.08,268.33,33.35,254.47,0.00,51.99
33922,12,20,7,15,3.09,7.67,157.13,2.530,190.60,20.10,269.87,31.62,238.60,0.00,49.91
33929,12,20,9,0,2.60,0.00,389.13,2.250,179.95,20.78,277.07,29.69,179.07,0.00,46.59
33938,12,20,11,15,2.22,125.15,0.00,2.067,207.38,21.11,248.33,31.88,390.60,0.00,51.73
33942,12,20,12,15,2.28,237.27,0.00,1.907,148.02,19.74,243.13,32.33,510.40,0.00,53.67
33946,12,20,13,15,2.38,233.61,0.00,1.777,145.45,19.66,245.00,32.22,507.47,0.00,53.55
33947,12,20,13,30,2.40,233.85,0.00,1.739,147.90,19.79,244.53,32.27,507.87,0.00,53.56
33956,12,20,15,45,2.59,245.09,0.00,1.518,195.21,21.22,241.27,32.57,420.93,0.00,52.79
33961,12,20,17,0,2.48,0.00,205.92,1.367,96.13,18.36,278.20,31.04,95.40,0.00,48.49
33966,12,20,18,15,2.24,0.00,243.59,1.157,94.67,18.92,282.67,30.57,94.40,0.00,47.87
33970,12,20,19,15,2.03,0.00,279.13,0.943,94.09,19.01,286.80,30.11,93.60,0.00,47.38
33975,12,20,20,30,1.74,0.00,287.85,0.600,93.67,19.23,289.33,29.78,93.20,0.00,47.16
33979,12,20,21,30,1.64,244.97,0.00,0.485,225.15,21.60,267.67,31.61,385.53,0.00,51.37
33981,12,20,22,0,1.69,315.88,0.00,0.453,220.04,21.55,262.13,32.06,389.33,0.00,51.91
33982,12,20,22,15,1.73,337.47,0.00,0.466,198.05,21.65,261.93,32.06,389.20,0.00,51.94
33986,12,20,23,15,1.89,397.57,0.00,0.534,400.57,22.35,243.27,32.52,385.53,0.00,52.37
33987,12,20,23,30,1.94,421.97,0.00,0.623,396.47,22.71,241.13,32.73,381.40,0.00,52.63
33992,12,21,0,45,2.11,280.29,0.00,1.055,396.85,22.77,249.40,32.18,210.93,0.00,50.67
33998,12,21,2,15,2.26,257.47,0.00,1.563,403.98,23.63,250.53,32.31,213.93,0.00,50.64
34007,12,21,4,30,2.53,291.91,0.00,2.337,402.78,23.82,256.13,32.67,252.33,0.00,51.38
34008,12,21,4,45,2.56,268.31,0.00,2.410,405.85,23.73,256.73,32.65,243.47,0.00,51.22
34011,12,21,5,30,2.63,192.42,0.00,2.643,394.20,23.71,259.87,32.37,238.27,0.00,50.99
34022,12,21,8,15,2.73,178.24,0.00,2.465,180.59,19.73,248.67,32.31,511.00,0.35,53.65
34025,12,21,9,0,2.77,197.29,0.00,2.303,164.72,19.23,245.47,32.57,491.07,0.00,53.53
34027,12,21,9,30,2.80,77.29,0.00,2.242,161.83,19.22,250.13,32.25,356.67,0.00,51.91
34028,12,21,9,45,2.80,85.07,0.00,2.313,150.21,19.22,247.60,32.44,359.07,0.00,52.01
34034,12,21,11,15,2.86,230.27,0.00,2.015,164.42,19.33,245.40,32.63,471.60,0.00,53.56
34037,12,21,12,0,2.92,215.48,0.00,1.997,155.67,19.14,245.93,32.65,475.47,0.00,53.55
34038,12,21,12,15,2.94,213.95,0.00,1.951,148.51,19.07,244.07,32.76,473.27,0.00,53.56
34043,12,21,13,30,3.02,179.11,0.00,1.767,152.73,19.33,245.07,32.77,477.07,0.00,53.63
34045,12,21,14,0,3.05,217.74,0.00,1.661,140.18,19.68,245.53,32.77,509.00,0.00,54.11
34063,12,21,18,30,2.79,0.00,263.31,1.049,110.87,17.99,287.00,31.05,110.53,0.00,48.16
34066,12,21,19,15,2.63,0.00,317.02,0.867,107.82,19.43,271.47,30.36,106.20,0.00,47.76
34073,12,21,21,0,2.40,182.53,0.00,0.661,195.56,21.25,249.80,32.11,421.67,0.00,52.33
34074,12,21,21,15,2.42,214.25,0.00,0.649,194.56,21.24,247.07,32.31,430.53,0.00,52.58
34078,12,21,22,15,2.52,340.33,0.00,0.618,201.00,21.82,240.60,32.85,458.73,0.00,53.44
34079,12,21,22,30,2.56,378.37,0.00,0.615,182.44,20.93,244.00,33.15,454.40,0.00,53.73
34095,12,22,2,30,3.22,367.10,0.00,1.657,389.97,23.77,257.73,34.07,256.20,0.00,52.76
34108,12,22,5,45,3.65,139.57,0.00,2.667,303.63,22.03,253.33,33.38,229.80,0.00,51.95
34115,12,22,7,30,3.49,0.00,435.43,2.635,165.97,18.57,279.53,30.18,165.67,0.00,47.12
34122,12,22,9,15,2.98,0.00,381.41,2.314,167.74,18.41,276.00,30.35,166.60,0.00,47.44
34124,12,22,9,45,2.85,58.49,119.55,2.216,171.16,20.07,252.67,31.94,279.73,0.00,51.73
34127,12,22,10,30,2.84,151.91,0.00,2.065,170.54,19.80,235.93,32.53,451.53,0.00,53.07
34134,12,22,12,15,2.95,205.72,0.00,1.791,147.24,19.80,236.27,32.73,490.47,0.00,53.78
34135,12,22,12,30,2.96,200.21,0.00,1.764,127.13,19.74,237.27,32.70,485.87,0.00,53.76
34143,12,22,14,30,3.10,201.82,0.00,1.553,196.57,21.15,256.20,33.01,445.33,0.00,53.29
34146,12,22,15,15,3.15,234.13,0.00,1.542,198.96,21.24,254.00,33.14,442.20,0.00,53.44
34149,12,22,16,0,3.22,206.79,0.00,1.518,186.29,21.33,255.27,33.05,441.40,0.00,53.41
34150,12,22,16,15,3.24,217.60,0.00,1.512,183.93,21.31,254.93,33.10,441.27,0.00,53.47
34154,12,22,17,15,3.31,0.00,230.63,1.452,135.80,19.96,270.53,31.80,123.87,0.00,49.16
34164,12,22,19,45,2.74,0.00,317.03,1.143,146.79,17.59,282.40,30.57,145.33,0.00,47.78
34165,12,22,20,0,2.68,0.00,305.39,1.104,141.46,19.69,280.93,30.63,141.20,0.00,47.66
34166,12,22,20,15,2.62,0.00,322.52,1.067,142.97,19.12,284.00,30.41,141.73,0.00,47.71
34171,12,22,21,30,2.33,0.00,240.29,0.890,141.35,20.44,259.47,30.80,140.60,0.00,48.14
34172,12,22,21,45,2.29,0.00,231.63,0.863,140.81,20.20,260.53,30.78,139.07,0.00,48.01
34177,12,22,23,0,2.29,348.04,0.00,0.759,330.08,20.46,245.40,32.89,385.93,0.00,52.97
34186,12,23,1,15,2.57,245.08,0.00,1.472,444.16,23.78,264.27,32.57,211.93,0.00,50.92
34201,12,23,5,0,2.94,224.05,0.00,2.588,401.42,21.67,259.80,32.88,223.53,0.00,51.44
34207,12,23,6,30,3.04,208.98,0.00,2.836,209.07,19.92,255.20,33.16,393.67,0.00,53.05
34210,12,23,7,15,3.10,195.03,0.00,2.761,158.19,19.59,246.80,32.87,512.73,0.00,54.26
34221,12,23,10,0,3.15,3.67,18.37,2.259,189.52,18.76,248.00,32.81,358.73,0.00,52.18
34223,12,23,10,30,3.13,14.47,2.55,2.208,191.34,18.75,249.73,32.68,360.53,0.00,52.08
34232,12,23,12,45,3.13,180.36,0.00,1.927,168.06,20.80,246.93,32.93,512.80,0.00,54.13
34233,12,23,13,0,3.14,184.70,0.00,1.916,179.03,20.68,247.27,32.93,512.27,0.00,54.21
34234,12,23,13,15,3.15,196.81,0.00,1.900,170.28,20.80,249.27,32.79,510.00,0.00,54.20
34247,12,23,16,30,3.27,0.00,374.56,1.646,188.02,20.96,275.00,30.67,186.60,0.00,47.39
34250,12,23,17,15,3.07,0.00,354.65,1.584,188.52,21.02,276.67,30.48,187.27,0.00,47.41
34252,12,23,17,45,2.94,0.00,327.79,1.529,188.42,21.12,273.07,30.79,186.93,0.00,47.57
34254,12,23,18,15,2.82,0.00,336.18,1.436,188.70,20.92,276.73,30.49,187.27,0.00,47.44
34257,12,23,19,0,2.63,0.00,325.29,1.421,187.66,21.02,277.27,30.38,186.67,0.00,47.27
34270,12,23,22,15,1.82,168.69,16.93,1.324,119.50,20.09,222.33,31.73,291.67,0.00,51.51
34274,12,23,23,15,1.94,345.67,0.00,1.311,316.80,18.61,254.27,32.40,391.07,0.00,52.10
34275,12,23,23,30,1.97,376.49,0.00,1.311,300.18,18.59,249.93,32.76,388.00,0.00,52.67
34277,12,24,0,0,2.07,410.59,0.00,1.353,309.74,19.67,248.33,32.88,387.93,0.00,52.78
34281,12,24,1,0,2.26,395.15,0.00,1.587,344.50,20.72,257.60,33.18,313.73,0.00,52.18
34287,12,24,2,30,2.54,385.37,0.00,1.979,332.33,20.62,254.80,33.39,313.13,0.00,52.57
34288,12,24,2,45,2.59,404.85,0.00,2.019,324.98,20.64,254.53,33.38,319.93,0.00,52.48
34290,12,24,3,15,2.68,393.56,0.00,2.137,316.61,20.68,255.13,33.35,318.27,0.00,52.55
34292,12,24,3,45,2.78,413.78,0.00,2.275,315.17,20.61,251.67,33.65,312.00,0.00,52.95
34294,12,24,4,15,2.88,389.28,0.00,2.405,346.17,20.67,254.87,33.46,323.47,0.00,52.69
34299,12,24,5,30,3.09,356.72,0.00,2.756,323.56,19.61,253.80,33.78,304.47,0.00,52.89
34302,12,24,6,15,3.21,344.19,0.00,2.812,172.32,19.67,249.20,33.94,361.20,0.00,53.49
34305,12,24,7,0,3.31,202.55,10.71,2.790,187.87,19.71,250.00,33.11,328.07,0.00,52.22
34308,12,24,7,45,3.21,0.00,396.79,2.690,137.23,17.75,283.33,30.31,135.87,0.00,47.38
34312,12,24,8,45,2.88,0.00,499.46,2.485,133.87,18.46,296.80,28.94,132.40,0.00,46.01
34313,12,24,9,0,2.79,0.00,525.13,2.435,132.62,18.27,268.67,28.41,131.67,0.00,45.47
34316,12,24,9,45,2.50,0.00,599.53,2.229,130.01,18.26,191.20,27.03,129.73,0.00,44.24
34319,12,24,10,30,2.30,0.00,39.74,2.053,156.02,19.63,269.40,31.67,381.20,0.00,51.58
34323,12,24,11,30,2.25,11.00,7.63,1.869,156.52,20.48,266.73,31.79,384.93,0.00,51.67
34331,12,24,13,30,2.30,184.41,0.00,1.589,152.09,19.81,260.60,32.23,508.67,0.00,53.26
34333,12,24,14,0,2.33,181.33,0.00,1.555,144.52,19.76,262.53,32.05,506.47,0.00,53.33
34334,12,24,14,15,2.35,163.09,0.00,1.520,138.89,19.86,262.40,32.03,508.07,0.00,53.29
34335,12,24,14,30,2.36,189.97,0.00,1.481,143.13,19.73,262.87,32.05,508.07,0.00,53.41
34355,12,24,19,30,2.46,246.09,0.00,0.964,158.99,20.71,247.13,32.53,481.60,0.00,53.41
34358,12,24,20,15,2.55,329.23,0.00,0.902,146.58,20.74,229.80,32.88,469.73,0.00,53.74
34367,12,24,22,30,2.90,370.18,0.00,0.831,145.24,20.68,243.07,33.52,473.33,0.00,54.46
34372,12,24,23,45,3.10,317.65,0.00,1.024,367.57,21.81,266.67,33.63,335.07,0.00,52.94
34376,12,25,0,45,3.23,303.20,0.00,1.285,347.68,21.90,266.47,33.61,289.53,0.00,52.54
34379,12,25,1,30,3.33,315.83,0.00,1.535,375.26,22.76,264.53,33.72,251.67,0.00,52.39
34383,12,25,2,30,3.47,313.32,0.00,1.865,361.31,21.76,251.00,33.81,207.73,0.00,52.20
34385,12,25,3,0,3.53,308.94,0.00,2.029,356.96,21.68,251.00,33.80,210.27,0.00,52.10
34386,12,25,3,15,3.57,318.91,0.00,2.117,356.42,21.97,249.40,33.98,207.00,0.00,52.40
34388,12,25,3,45,3.64,317.95,0.00,2.278,358.58,22.98,245.40,34.23,207.13,0.00,52.91
34389,12,25,4,0,3.67,379.45,0.00,2.356,373.92,23.75,240.73,34.59,288.07,0.00,53.59
34391,12,25,4,30,3.76,375.35,0.00,2.531,367.28,23.71,242.87,34.47,292.93,0.00,53.41
34393,12,25,5,0,3.85,363.38,0.00,2.681,364.31,23.63,243.67,34.43,280.60,0.00,53.37
34398,12,25,6,15,4.05,86.76,9.93,2.902,122.35,19.89,256.13,33.50,101.87,0.00,51.16
34407,12,25,8,30,3.75,0.00,376.11,2.665,125.04,18.41,274.87,31.18,123.47,0.00,48.37
34411,12,25,9,30,3.45,0.00,514.57,2.453,121.26,18.34,256.13,29.20,120.00,0.00,46.38
34416,12,25,10,45,2.98,0.00,545.86,2.117,120.23,18.31,300.93,28.71,119.47,0.00,45.72
34421,12,25,12,0,2.79,59.75,0.34,1.827,124.32,18.88,256.27,32.48,500.33,0.00,53.48
34423,12,25,12,30,2.80,181.81,0.00,1.741,134.74,19.69,253.67,32.70,511.27,0.00,53.80
34424,12,25,12,45,2.82,234.09,0.00,1.695,126.76,19.73,253.33,32.73,507.73,0.00,53.95
34436,12,25,15,45,3.23,318.01,0.00,1.295,138.81,20.20,243.67,33.57,493.13,0.00,54.70
34446,12,25,18,15,3.11,0.00,267.74,0.981,151.49,20.49,270.27,31.46,150.67,0.00,48.62
34448,12,25,18,45,3.01,0.00,284.82,0.961,152.81,20.55,251.40,31.08,152.07,0.00,48.35
34449,12,25,19,0,2.96,0.00,279.04,0.958,153.08,20.34,252.47,31.02,152.27,0.00,48.22
34455,12,25,20,30,2.75,297.49,0.00,0.801,218.38,21.65,240.93,32.95,508.93,0.00,54.36
34459,12,25,21,30,2.85,249.66,0.00,0.803,198.58,21.16,255.33,32.91,358.53,0.00,52.54
34461,12,25,22,0,2.90,271.56,0.00,0.812,201.10,20.61,252.80,33.12,357.53,0.00,52.75
34462,12,25,22,15,2.93,289.59,0.00,0.809,183.84,20.62,251.27,33.21,358.27,0.00,52.75
34464,12,25,22,45,3.00,419.37,0.00,0.809,189.56,20.68,242.13,33.99,459.20,0.00,54.59
34468,12,25,23,45,3.18,404.38,0.00,1.009,384.75,22.61,255.60,33.99,372.93,0.00,53.82
34471,12,26,0,30,3.30,277.31,0.00,1.235,386.52,22.84,258.87,33.69,247.40,0.00,52.27
34479,12,26,2,30,3.52,274.49,0.00,1.855,390.39,23.66,256.40,33.87,223.27,0.00,52.41
34494,12,26,6,15,3.90,158.95,0.00,2.931,187.19,21.68,246.80,33.63,292.47,0.00,52.61
